,Director,No. of critics for reviews,Duration,No. of Facebook likes for Director,No. of Facebook likes for Actor 3,Actor 2,No. of Facebook likes for Actor 1,Gross Revenue,Actor 1,No. of users who voted,Total Facebook likes for cast,Actor 3,No. of users for reviews,Language,Country,Content Rating,Budget,No. of Facebook likes for Actor 2,IMDb Score,Aspect Ratio,No. of Facebook likes for Movie,Release Date,Studio,Title,Average Metacritic Score
636,Robert Redford,125.0,126.0,0.0,9000.0,Will Smith,13000.0,30695227.0,Matt Damon,45296,34774,Charlize Theron,267.0,English,USA,PG-13,60000000.0,10000.0,6.7,1.85,0,11/03/2000,DreamWorks SKG,The Legend of Bagger Vance,52.085714285714296
637,Cameron Crowe,149.0,152.0,488.0,947.0,Zooey Deschanel,22000.0,32522352.0,Philip Seymour Hoffman,207287,36897,Michael Angarano,822.0,English,USA,R,60000000.0,11000.0,7.9,1.85,15000,09/15/2000,DreamWorks SKG,Almost Famous,88.7894736842105
638,Lee Tamahori,77.0,101.0,93.0,218.0,Nona Gaye,287.0,26082914.0,Sunny Mabrey,51349,993,Xzibit,213.0,English,USA,PG-13,87000000.0,233.0,4.3,2.35,0,04/29/2005,Sony Pictures,xXx: State of the Union,42.967741935483865
639,Scott Stewart,225.0,87.0,124.0,77.0,Alan Dale,865.0,29136626.0,Josh Wingate,97089,1417,Jacob Hopkins,233.0,English,USA,PG-13,60000000.0,441.0,5.7,2.35,20000,05/13/2011,Screen Gems/SONY PICTURES,Priest,47.53846153846154
640,Patrick Gilmore,98.0,85.0,0.0,82.0,Adriano Giannini,11000.0,26288320.0,Brad Pitt,36144,11301,Timothy West,91.0,English,USA,PG,60000000.0,102.0,6.7,1.66,880,07/02/2003,DreamWorks SKG,Sinbad: Legend of the Seven Seas,53.60606060606061
641,Paul W.S. Anderson,172.0,130.0,545.0,552.0,Joely Richardson,722.0,26616590.0,Sean Pertwee,120416,2525,Kathleen Quinlan,857.0,English,UK,R,60000000.0,585.0,6.7,2.35,10000,08/15/1997,Paramount Home Video,Event Horizon,42.5
642,Brian De Palma,240.0,121.0,0.0,854.0,Mia Kirshner,19000.0,22518325.0,Scarlett Johansson,63363,22833,Mike Starr,644.0,English,Germany,R,50000000.0,972.0,5.6,2.35,0,09/15/2006,Universal Pictures,The Black Dahlia,52.65714285714286
643,Tony Bill,123.0,140.0,23.0,579.0,Tyler Labine,11000.0,13082288.0,James Franco,35565,12634,Philip Winchester,247.0,English,UK,PG-13,60000000.0,779.0,6.6,2.35,2000,09/22/2006,MGM,Flyboys,50.90909090909091
644,Rod Lurie,110.0,131.0,37.0,507.0,Delroy Lindo,968.0,18208078.0,Clifton Collins Jr.,57100,3012,Michael Irby,281.0,English,USA,R,60000000.0,848.0,6.9,2.35,0,10/19/2001,DreamWorks SKG,The Last Castle,49.40625
645,Walter Hill,100.0,91.0,394.0,68.0,Wilson Cruz,889.0,14218868.0,Robert Forster,14596,1262,Vanessa Marshall,282.0,English,USA,PG-13,65000000.0,290.0,4.8,2.35,589,01/14/2000,MGM/UA,Supernova,26.421052631578952
646,Akiva Goldsman,189.0,118.0,167.0,778.0,William Hurt,20000.0,22451.0,Matt Bomer,41288,22447,Kevin Corrigan,126.0,English,USA,PG-13,60000000.0,882.0,6.2,2.35,17000,02/14/2014,Warner Bros. Pictures,Winter's Tale,36.68571428571428
647,Harald Zwart,212.0,130.0,91.0,1000.0,Kevin Zegers,5000.0,31165421.0,Aidan Turner,107028,10247,CCH Pounder,457.0,English,USA,PG-13,60000000.0,2000.0,6.0,2.35,44000,08/21/2013,Sony Pictures,The Mortal Instruments: City of Bones,37.6
648,Brian Robbins,127.0,90.0,48.0,196.0,Mike O'Malley,973.0,11802056.0,Marc Blucas,31640,1865,Shawn Christian,109.0,English,USA,PG,60000000.0,400.0,4.9,1.85,791,07/09/2008,20th Century Fox,Meet Dave,48.615384615384606
649,Walter Salles,196.0,103.0,179.0,87.0,Camryn Manheim,794.0,25472967.0,Dougray Scott,44966,1467,Ariel Gade,411.0,English,USA,PG-13,30000000.0,329.0,5.6,2.35,0,01/19/2002,Toho Company Ltd,Dark Water,56.62857142857143
650,Frank Miller,223.0,103.0,436.0,437.0,Jaime King,19000.0,19781879.0,Scarlett Johansson,53864,20881,Louis Lombardi,290.0,English,USA,PG-13,60000000.0,961.0,4.8,2.35,2000,12/25/2008,Lionsgate Films,The Spirit,35.708333333333336
651,David Koepp,181.0,107.0,192.0,280.0,Olivia Munn,40000.0,7605668.0,Johnny Depp,47320,42683,Ulrich Thomsen,188.0,English,UK,R,60000000.0,2000.0,5.5,2.35,12000,01/23/2015,Liongate Films,Mortdecai,33.52380952380953
652,Uwe Boll,140.0,156.0,892.0,102.0,Mike Dopud,26000.0,4535117.0,Jason Statham,38398,26564,Tania Saulnier,368.0,English,Germany,PG-13,60000000.0,368.0,3.8,2.35,0,11/03/2006,Freestyle Releasing,In the Name of the King: A Dungeon Siege Tale,22.818181818181817
653,Martin Campbell,54.0,127.0,258.0,617.0,Teri Polo,11000.0,4426297.0,Angelina Jolie Pitt,22570,12947,Noah Emmerich,156.0,English,USA,R,35000000.0,708.0,6.5,2.35,0,10/24/2003,Paramount Pictures,Beyond Borders,39.16129032258065
654,John Dahl,81.0,132.0,131.0,242.0,Clayne Crawford,11000.0,10166502.0,James Franco,18209,12133,Paolo Montalban,183.0,Filipino,USA,R,80000000.0,298.0,6.7,2.35,0,08/12/2005,Miramax Films,The Great Raid,53.10344827586207
655,Tim Miller,579.0,108.0,84.0,361.0,Ed Skrein,16000.0,363024263.0,Ryan Reynolds,479047,18239,Stefan Kapicic,1058.0,English,USA,R,58000000.0,805.0,8.1,2.35,117000,02/12/2016,20th Century Fox,Deadpool,66.93877551020408
656,Stephen Herek,56.0,114.0,65.0,440.0,Morgan Fairchild,743.0,12065985.0,Kelly Preston,16260,2367,Eric McCormack,88.0,English,USA,PG,60000000.0,730.0,4.9,2.35,296,10/09/1998,Hollywood Pictures,Holy Man,46.05263157894736
657,Clint Eastwood,490.0,133.0,16000.0,318.0,Leonard Roberts,14000.0,350123553.0,Bradley Cooper,325264,16277,Keir O'Donnell,916.0,English,USA,R,58800000.0,962.0,7.3,2.35,112000,01/16/2015,Warner Bros.,American Sniper,73.58333333333333
658,Rob Letterman,218.0,103.0,11.0,543.0,Dylan Minnette,2000.0,80021740.0,Odeya Rush,47968,5497,Ken Marino,154.0,English,USA,PG,58000000.0,1000.0,6.4,2.35,35000,10/16/2015,Sony Pictures,Goosebumps,61.48275862068966
659,Mark Waters,142.0,95.0,70.0,512.0,Ivana Milicevic,970.0,48291624.0,Jon Heder,82819,2876,Willie Garson,263.0,English,USA,PG-13,58000000.0,834.0,6.7,1.85,0,09/16/2005,Dreamworks,Just Like Heaven,52.161290322580655
660,Brian Levant,57.0,90.0,32.0,809.0,Mark Addy,1000.0,35231365.0,Taylor Negron,15517,6299,Danny Woodburn,85.0,English,USA,PG,60000000.0,891.0,3.6,1.85,500,04/28/2000,Universal Pictures,The Flintstones in Viva Rock Vegas,34.07692307692308
661,Peter MacDonald,84.0,87.0,10.0,349.0,Kurtwood Smith,13000.0,53715611.0,Sylvester Stallone,92106,14574,Richard Crenna,171.0,English,USA,R,63000000.0,1000.0,5.7,2.35,2000,06/01/1988,Live Home Video,Rambo III,40.93333333333333
662,George Clooney,186.0,114.0,0.0,110.0,Malcolm Goodwin,142.0,31199215.0,Robert Baker,27664,589,Matt Bushell,120.0,English,USA,PG-13,58000000.0,117.0,6.0,1.85,472,03/24/2008,Universal Pictures,Leatherheads,59.67647058823529
663,Marc Lawrence,133.0,103.0,30.0,727.0,Kim Shaw,963.0,29580087.0,Michael Kelly,29523,3150,Kevin Brown,121.0,English,USA,PG-13,58000000.0,935.0,4.7,2.35,0,12/18/2009,Sony Pictures/Columbia,Did You Hear About the Morgans?,35.464285714285715
664,Shawn Levy,246.0,125.0,189.0,839.0,Jessica Szohr,1000.0,44665963.0,Josh Gad,159931,5081,Rob Riggle,281.0,English,USA,PG-13,58000000.0,847.0,6.3,2.35,22000,06/07/2013,20th Century Fox,The Internship,47.611111111111114
665,Paul W.S. Anderson,253.0,97.0,545.0,529.0,Boris Kodjoe,14000.0,60128566.0,Milla Jovovich,131447,16098,Shawn Roberts,410.0,English,Germany,R,60000000.0,1000.0,5.9,2.35,19000,09/10/2010,Sony Pictures/Screen Gems,Resident Evil: Afterlife,41.214285714285715
666,Anthony Hemingway,144.0,125.0,143.0,519.0,Nate Parker,1000.0,49875589.0,David Oyelowo,28807,4416,Tristan Mack Wilds,273.0,English,USA,PG-13,58000000.0,664.0,5.9,2.35,0,01/20/2012,20th Century Fox,Red Tails,51.625
667,Taylor Hackford,117.0,136.0,138.0,9000.0,Al Pacino,18000.0,60984028.0,Keanu Reeves,259519,45271,Charlize Theron,431.0,English,USA,R,57000000.0,14000.0,7.5,2.35,11000,10/17/1997,Warner Home Video,The Devil's Advocate,64.0
668,Brett Ratner,117.0,97.0,420.0,455.0,Don Cheadle,4000.0,28328132.0,Salma Hayek,38298,9814,Chris Penn,147.0,English,USA,PG-13,58000000.0,3000.0,6.3,2.35,782,11/12/2004,New Line Cinema,After the Sunset,45.3125
669,Mark Neveldine,287.0,96.0,83.0,1000.0,Spencer Wilding,12000.0,51774002.0,Nicolas Cage,87745,16121,Christopher Lambert,331.0,English,USA,PG-13,57000000.0,1000.0,4.3,2.35,18000,02/17/2012,Sony Pictures,Ghost Rider: Spirit of Vengeance,41.40909090909091
670,John Madden,96.0,131.0,108.0,58.0,Irene Papas,23000.0,25528495.0,Christian Bale,28099,23325,Mihalis Giannatos,220.0,English,UK,R,57000000.0,243.0,5.9,2.35,0,08/17/2001,Universal Pictures,Captain Corelli's Mandolin,44.93939393939394
671,Adam Shankman,125.0,95.0,163.0,650.0,Brad Garrett,14000.0,113006880.0,Vin Diesel,66308,16884,Tate Donovan,225.0,English,Canada,PG,56000000.0,799.0,5.5,2.35,0,03/04/2005,Buena Vista,The Pacifier,37.03703703703704
672,Kevin Bray,117.0,86.0,10.0,348.0,Ashley Scott,12000.0,45860039.0,Dwayne Johnson,53118,14146,Michael Bowen,221.0,English,USA,PG-13,56000000.0,795.0,6.2,2.35,0,04/02/2004,MGM,Walking Tall,51.631578947368425
673,Robert Zemeckis,149.0,142.0,0.0,194.0,Siobhan Fallon Hogan,15000.0,329691196.0,Tom Hanks,1251222,15700,Sam Anderson,1398.0,English,USA,PG-13,55000000.0,294.0,8.8,2.35,59000,07/06/1994,Paramount Pictures,Forrest Gump,82.25
674,Tim Hill,131.0,92.0,25.0,639.0,Beth Riesgraf,1000.0,217326336.0,Jesse McCartney,57276,2847,Matthew Gray Gubler,146.0,English,USA,PG,60000000.0,718.0,5.2,1.85,0,12/14/2007,20th Century Fox,Alvin and the Chipmunks,44.73913043478261
675,Jay Roach,150.0,108.0,116.0,708.0,Blythe Danner,22000.0,166225040.0,Robert De Niro,260442,24286,Teri Polo,507.0,English,USA,PG-13,55000000.0,713.0,7.0,1.85,0,10/06/2000,Universal Pictures,Meet the Parents,73.60606060606061
676,Mike Gabriel,92.0,84.0,12.0,752.0,Frank Welker,23000.0,141600000.0,Christian Bale,119675,26754,Irene Bedard,216.0,English,USA,G,55000000.0,2000.0,6.6,1.78,0,06/16/1995,Buena Vista Distribution Compa,Pocahontas,64.52173913043478
677,Richard Donner,169.0,188.0,503.0,467.0,Margot Kidder,10000.0,134218018.0,Marlon Brando,126357,12940,Ned Beatty,497.0,English,USA,PG,55000000.0,593.0,7.3,2.35,0,12/15/1978,Warner Bros. Pictures,Superman,81.26315789473685
678,Tom Shadyac,57.0,95.0,293.0,744.0,James Coburn,851.0,128769345.0,Jada Pinkett Smith,86556,3155,Dave Chappelle,99.0,English,USA,PG-13,54000000.0,773.0,5.6,1.85,960,06/04/1963,Paramount Home Video,The Nutty Professor,65.35
679,Andy Tennant,171.0,118.0,72.0,681.0,Michael Rapaport,10000.0,177575142.0,Will Smith,244840,13426,Kevin Sussman,372.0,English,USA,PG-13,70000000.0,975.0,6.6,2.35,0,02/11/2005,Sony Pictures,Hitch,61.58333333333334
680,Sam Weisman,53.0,92.0,39.0,458.0,Abraham Benrubi,3000.0,105263257.0,Brendan Fraser,56168,4518,Holland Taylor,103.0,English,USA,PG,55000000.0,562.0,5.4,1.85,5000,07/16/1997,Disney,George of the Jungle,57.444444444444436
681,Jesse Dylan,153.0,74.0,58.0,729.0,Thomas Ian Nicholas,3000.0,104354205.0,Alyson Hannigan,162331,5713,Fred Willard,332.0,English,USA,R,55000000.0,864.0,6.3,2.35,0,08/01/2003,Universal Pictures,American Wedding,50.0
682,Shawn Levy,247.0,101.0,189.0,7000.0,James Franco,15000.0,98711404.0,Mila Kunis,127571,39822,Steve Carell,207.0,English,USA,PG-13,55000000.0,11000.0,6.3,2.35,0,04/09/2010,20th Century Fox,Date Night,59.75675675675675
683,Brad Silberling,26.0,100.0,52.0,394.0,Fred Rogers,795.0,100328194.0,Eric Idle,85903,2638,Cathy Moriarty,92.0,English,USA,PG,50000000.0,419.0,6.0,1.85,0,05/26/1995,Universal Pictures,Casper,53.63636363636363
684,Antoine Fuqua,292.0,132.0,845.0,683.0,Chloë Grace Moretz,18000.0,101530738.0,Denzel Washington,229574,37605,James Wilcox,436.0,English,USA,R,55000000.0,17000.0,7.2,2.35,56000,09/26/2014,Sony Pictures,The Equalizer,59.34146341463415
685,Wayne Wang,114.0,105.0,61.0,708.0,Frances Conroy,5000.0,93815117.0,Bob Hoskins,68417,7184,Natasha Richardson,242.0,English,USA,PG-13,55000000.0,827.0,5.1,2.35,0,12/13/2002,Columbia Pictures,Maid in Manhattan,50.03125
686,Tony Scott,82.0,123.0,12000.0,665.0,Viggo Mortensen,18000.0,91400000.0,Denzel Washington,81026,30132,Ricky Schroder,194.0,English,USA,R,53000000.0,10000.0,7.3,2.35,0,05/12/1995,Buena Vista Internationa,Crimson Tide,68.95
687,Gabriele Muccino,201.0,117.0,125.0,168.0,Kurt Fuller,10000.0,162586036.0,Will Smith,338383,11036,James Karen,611.0,English,USA,PG-13,55000000.0,617.0,8.0,2.35,32000,12/15/2006,Sony Pictures,The Pursuit of Happyness,66.30555555555556
688,Robert Schwentke,231.0,98.0,124.0,354.0,Michael Irby,931.0,89706988.0,Erika Christensen,126746,2287,Haley Ramm,600.0,English,USA,PG-13,55000000.0,507.0,6.2,2.35,0,09/23/2005,Touchstone Pictures,Flightplan,56.48484848484848
689,Barry Levinson,55.0,128.0,272.0,383.0,Dylan Baker,2000.0,83000000.0,Demi Moore,36587,3888,Roma Maffia,95.0,English,USA,R,55000000.0,812.0,6.0,2.35,0,12/09/1994,Warner Home Video,Disclosure,64.21052631578948
690,Brad Silberling,110.0,114.0,52.0,539.0,Andre Braugher,12000.0,78745923.0,Nicolas Cage,94407,13905,Colm Feore,322.0,English,Germany,PG-13,55000000.0,702.0,6.7,2.35,0,04/10/1998,Warner Home Video,City of Angels,60.0
691,Frank Oz,140.0,85.0,0.0,490.0,Adam Alexi-Malle,21000.0,66365290.0,Robert Downey Jr.,56874,22458,Jamie Kennedy,358.0,English,USA,PG-13,55000000.0,860.0,6.4,1.37,0,08/13/1999,Universal Studios,Bowfinger,75.3030303030303
692,Andrey Konchalovskiy,45.0,97.0,96.0,403.0,Jack Palance,13000.0,63408614.0,Sylvester Stallone,75365,14432,Brion James,149.0,English,USA,R,55000000.0,549.0,6.3,2.35,0,12/22/1989,Warner Bros. Pictures,Tango & Cash,48.06666666666667
693,Robert Zemeckis,49.0,104.0,0.0,812.0,Meryl Streep,13000.0,58422650.0,Bruce Willis,78974,25599,Isabella Rossellini,173.0,English,USA,PG-13,55000000.0,11000.0,6.4,1.85,8000,07/31/1992,Universal Pictures,Death Becomes Her,58.91666666666666
694,Tom Dey,146.0,110.0,9.0,95.0,Jason Connery,485.0,56932305.0,Xander Berkeley,96690,939,Kate Luyben,293.0,English,USA,PG-13,55000000.0,110.0,6.6,2.35,0,05/26/2000,Buena Vista Internationa,Shanghai Noon,76.03333333333333
695,Stuart Baird,60.0,133.0,53.0,263.0,Joe Morton,1000.0,68750000.0,Oliver Platt,40858,2916,J.T. Walsh,144.0,English,USA,R,55000000.0,780.0,6.4,2.35,0,03/15/1996,Warner Home Video,Executive Decision,63.5
696,Mark Waters,189.0,94.0,70.0,497.0,Ophelia Lovibond,1000.0,68218041.0,Madeline Carroll,67191,2820,Philip Baker Hall,108.0,English,USA,PG,55000000.0,549.0,6.0,1.85,14000,06/17/2011,20th Century Fox,Mr. Popper's Penguins,57.16666666666666
697,Rob Minkoff,206.0,104.0,50.0,947.0,Thomas McDonell,5000.0,25040293.0,Jet Li,88049,7247,Michael Angarano,279.0,English,USA,PG-13,55000000.0,962.0,6.6,2.35,0,04/18/2008,Lionsgate,The Forbidden Kingdom,60.185185185185176
698,Jimmy Hayward,118.0,91.0,39.0,562.0,Carlos Ponce,1000.0,55747724.0,Amy Poehler,18042,3104,Dan Fogler,73.0,English,USA,PG,55000000.0,591.0,5.9,1.85,0,11/01/2013,Relativity Media,Free Birds,42.888888888888886
699,John Frankenheimer,149.0,122.0,287.0,135.0,Natascha McElhone,22000.0,41609593.0,Robert De Niro,145422,24270,Michael Lonsdale,572.0,English,UK,R,55000000.0,2000.0,7.3,2.35,0,09/25/1998,MGM/UA,Ronin,68.6086956521739
700,Paul King,224.0,95.0,17.0,594.0,Matt Lucas,838.0,76137505.0,Julie Walters,49207,3697,Sally Hawkins,174.0,English,UK,PG,55000000.0,722.0,7.2,2.35,30000,01/16/2015,The Weinstein Company,Paddington,78.65789473684211
701,William Friedkin,135.0,94.0,607.0,215.0,Jenna Boyd,933.0,34238611.0,Connie Nielsen,35830,2248,Rex Linn,321.0,English,USA,R,55000000.0,518.0,6.0,1.85,0,03/14/2003,Paramount Pictures,The Hunted,46.147058823529406
702,Bobby Farrelly,123.0,118.0,101.0,327.0,Terence Bernie Hines,13000.0,33828318.0,Matt Damon,44453,14036,Seymour Cassel,154.0,English,USA,PG-13,55000000.0,390.0,5.8,2.35,0,12/12/2003,20th Century Fox,Stuck on You,62.567567567567565
703,Kent Alterman,164.0,99.0,3.0,490.0,Maura Tierney,8000.0,33472850.0,Will Ferrell,67005,10026,Matt Walsh,119.0,English,USA,R,55000000.0,509.0,5.8,2.35,0,02/19/2008,New Line Cinema,Semi-Pro,51.206896551724135
704,Peter Lord,238.0,88.0,91.0,591.0,Russell Tovey,4000.0,31051126.0,Salma Hayek,36877,6254,Brian Blessed,101.0,English,UK,PG,55000000.0,796.0,6.7,2.35,0,04/27/2012,Sony Pictures,The Pirates! Band of Misfits,73.03225806451613
705,Clint Eastwood,264.0,141.0,16000.0,539.0,Michael Kelly,11000.0,35707327.0,Angelina Jolie Pitt,199056,12840,Colm Feore,387.0,English,USA,R,55000000.0,963.0,7.8,2.35,14000,10/24/2008,Universal Pictures,Changeling,66.84210526315789
706,Tony Scott,50.0,116.0,12000.0,552.0,Kurt Fuller,22000.0,18573791.0,Robert De Niro,38533,24618,Ellen Barkin,89.0,English,USA,R,55000000.0,617.0,5.8,2.35,0,06/01/1996,Sony Pictures Home Entertainment,The Fan,39.5625
707,Joel Schumacher,153.0,143.0,541.0,530.0,Minnie Driver,18000.0,51225796.0,Gerard Butler,96654,20660,Miranda Richardson,2047.0,English,UK,PG-13,70000000.0,893.0,7.4,2.35,0,01/21/2005,Warner Bros. Pictures,The Phantom of the Opera,47.66666666666666
708,Shekhar Kapur,202.0,114.0,159.0,877.0,Abbie Cornish,13000.0,16264475.0,Eddie Redmayne,54787,16899,Jordi Mollà,216.0,English,UK,PG-13,55000000.0,2000.0,6.9,1.85,0,10/12/2007,Universal Pictures,Elizabeth: The Golden Age,51.228571428571435
709,Ron Maxwell,84.0,280.0,33.0,67.0,Bruce Boxleitner,789.0,12870569.0,Billy Campbell,13215,1671,John Castle,497.0,English,USA,PG-13,56000000.0,640.0,6.3,2.35,953,02/21/2003,Warner Bros. Pictures,Gods and Generals,36.68965517241379
710,Karey Kirkpatrick,93.0,107.0,11.0,506.0,Ronny Cox,939.0,16088610.0,Stephen Root,10417,3742,Richard Schiff,39.0,English,USA,PG,55000000.0,605.0,5.6,2.35,610,06/12/2009,Paramount Studios,Imagine That,58.47826086956522
711,James Bobin,277.0,119.0,33.0,518.0,Tina Fey,3000.0,51178893.0,Ty Burrell,24285,6089,Hugh Bonneville,110.0,English,USA,PG,50000000.0,2000.0,6.4,1.85,10000,03/21/2014,Walt Disney Pictures,Muppets Most Wanted,64.4054054054054
712,Jonathan Frakes,76.0,95.0,906.0,287.0,Philip Winchester,956.0,6768055.0,Sophia Myles,11148,2260,Brady Corbet,229.0,English,UK,PG,57000000.0,579.0,4.2,1.85,437,07/24/2004,Universal Pictures,Thunderbirds,44.24137931034483
713,Steve Antin,197.0,119.0,59.0,676.0,Peter Gallagher,2000.0,39440655.0,Eric Dane,61680,4315,David Walton,222.0,English,USA,PG-13,55000000.0,828.0,6.4,2.35,19000,11/24/2010,Sony Pictures/Screen Gems,Burlesque,52.631578947368425
714,Jean-Pierre Jeunet,186.0,133.0,0.0,46.0,André Dussollier,226.0,6167817.0,Denis Lavant,62607,405,Albert Dupontel,239.0,French,France,R,47000000.0,52.0,7.7,2.35,0,10/27/2004,Warner Bros. Pictures,A Very Long Engagement,78.46153846153847
715,Guillermo del Toro,224.0,117.0,0.0,845.0,Thomas Kretschmann,12000.0,81645152.0,Norman Reedus,158267,15371,Tony Curran,559.0,English,USA,R,54000000.0,919.0,6.7,1.85,0,03/22/2002,New Line Cinema,Blade II,55.28571428571429
716,Gabriele Muccino,202.0,123.0,125.0,835.0,Rosario Dawson,10000.0,69951824.0,Will Smith,232710,14727,Madison Pettis,599.0,English,USA,PG-13,55000000.0,3000.0,7.7,2.35,26000,12/19/2008,Sony Pictures,Seven Pounds,44.63636363636363
717,Walter Hill,279.0,92.0,394.0,565.0,Jason Momoa,13000.0,9483821.0,Sylvester Stallone,39247,25418,Jon Seda,131.0,English,USA,R,55000000.0,11000.0,5.7,1.85,10000,02/01/2013,Warner Bros. Pictures,Bullet to the Head,52.441176470588225
718,Cameron Crowe,190.0,123.0,488.0,2000.0,Kirsten Dunst,5000.0,26838389.0,Orlando Bloom,58658,12700,Judy Greer,495.0,English,USA,PG-13,57000000.0,4000.0,6.4,1.85,0,10/14/2005,Paramount Pictures,Elizabethtown,51.05405405405406
719,Anthony Russo,136.0,110.0,94.0,240.0,Billy Gardell,277.0,75604320.0,Todd Stashwick,68417,847,Amanda Detmer,195.0,English,USA,PG-13,54000000.0,245.0,5.6,1.85,0,07/13/2006,Universal Pictures,"You, Me and Dupree",49.93103448275862
720,Richard Lester,121.0,116.0,44.0,420.0,Ned Beatty,593.0,108200000.0,Margot Kidder,76331,2908,Jackie Cooper,269.0,English,USA,PG,54000000.0,467.0,6.8,2.35,0,06/19/1981,Warner Bros. Pictures,Superman II,84.5
721,Martin Brest,131.0,121.0,102.0,43.0,Lenny Venito,117.0,5660084.0,Todd Giebenhain,41620,286,David Backus,418.0,English,USA,R,54000000.0,62.0,2.4,2.35,2000,08/01/2003,Columbia Pictures,Gigli,24.94594594594595
722,Steven Zaillian,127.0,128.0,234.0,581.0,Anthony Hopkins,14000.0,7221458.0,Kate Winslet,20740,27614,Kevin Dunn,178.0,English,Germany,PG-13,55000000.0,12000.0,6.2,1.85,0,11/08/1949,Sony Pictures Home Entertainment,All the King's Men,43.2972972972973
723,John Singleton,160.0,99.0,309.0,577.0,Vanessa Williams,23000.0,70327868.0,Christian Bale,58416,26527,Daniel von Bargen,301.0,English,Germany,R,46000000.0,1000.0,5.9,2.35,0,06/16/2000,Paramount Pictures,Shaft,54.094594594594604
724,Don Bluth,78.0,94.0,383.0,753.0,Kelsey Grammer,4000.0,58297830.0,Kirsten Dunst,86347,6017,Bernadette Peters,191.0,English,USA,G,50000000.0,808.0,7.1,2.35,0,11/14/1997,20th Century Fox,Anastasia,65.16666666666667
725,Baz Luhrmann,209.0,127.0,1000.0,653.0,Kylie Minogue,1000.0,57386369.0,Jim Broadbent,224013,2601,Richard Roxburgh,2319.0,English,USA,PG-13,52500000.0,691.0,7.6,2.35,10000,05/16/2001,20th Century Fox,Moulin Rouge!,67.71428571428571
726,Harold Becker,98.0,89.0,17.0,303.0,Teri Polo,12000.0,45207112.0,Steve Buscemi,21283,13390,Matt O'Leary,190.0,English,USA,PG-13,53000000.0,708.0,5.5,2.35,361,11/02/2001,Paramount Pictures,Domestic Disturbance,36.0
727,Scott Cooper,391.0,123.0,108.0,3000.0,Benedict Cumberbatch,40000.0,62563543.0,Johnny Depp,115216,63769,Adam Scott,289.0,English,USA,R,53000000.0,19000.0,7.0,2.35,44000,09/18/2015,Warner Bros Pictures,Black Mass,70.0
728,Clint Eastwood,279.0,135.0,16000.0,310.0,Chris Bauer,23000.0,33574332.0,Paul Walker,101221,24468,Tom McCarthy,415.0,English,USA,R,90000000.0,638.0,7.1,2.35,0,10/20/2006,Paramount,Flags of Our Fathers,78.56410256410257
729,F. Gary Gray,216.0,118.0,473.0,963.0,Leslie Bibb,18000.0,73343413.0,Gerard Butler,217480,22517,Michael Kelly,429.0,English,USA,R,50000000.0,1000.0,7.4,2.35,21000,10/16/2009,Overture Films,Law Abiding Citizen,40.57692307692308
730,Jonathan Demme,78.0,172.0,438.0,466.0,Kimberly Elise,852.0,22843047.0,Oprah Winfrey,6082,2397,Hill Harper,207.0,English,USA,R,55000000.0,637.0,5.9,1.85,853,08/17/2012,IFC Films,Beloved,60.414634146341456
731,Curtis Hanson,106.0,124.0,161.0,681.0,Robert Duvall,21000.0,5755286.0,Robert Downey Jr.,18310,26334,Kelvin Han Yee,63.0,English,USA,PG-13,55000000.0,3000.0,5.9,2.35,672,05/01/2007,Warner Bros. Pictures,Lucky You,52.793103448275865
732,Steven Spielberg,194.0,141.0,14000.0,3000.0,Tom Hanks,29000.0,164435221.0,Leonardo DiCaprio,525801,48153,Jennifer Garner,667.0,English,USA,PG-13,52000000.0,15000.0,8.0,1.85,15000,12/25/2002,DreamWorks SKG,Catch Me If You Can,76.38461538461539
